date,datetime,drone_count,oblasts,text_snippet
2024-03-15,2024-03-15 13:11,0,kursk|belgorod,"⚡️ **Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции **(за период с 9 по 15 марта 2024 г.)   Часть 1 ([см. часть 2](https://t.me/mod_russia/36651))  ▫️ С **9 **по** 15 марта** Вооруженными Силами Российской Федерации нанесено **50** групповых ударов высокоточным оружием, реактивными системами залпового огня и беспилотными летательными аппаратами по о"
2024-03-15,2024-03-15 13:12,0,belgorod,**⚡️ Около 15.40 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**   Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-15,2024-03-15 14:27,0,belgorod,⚡️ **Около 17.00 мск пресечена очередная попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир».  **  Дежурными средствами ПВО пять реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-15,2024-03-15 20:01,0,kaluga|tula|belgorod|vladimir,"**🗓 Главное за день**  ▫️ Президент Российской Федерации Владимир Путин[ ](https://t.me/mod_russia/36656)на оперативном совещании с постоянными членами Совета Безопасности заявил, что [киевский режим пытался устроить террористические диверсии на территории РФ, начиная с 12 марта](https://t.me/mod_russia/36656). «Силы и средства, примененные противником, составили свыше 2,5 тысячи личного состава, "
2024-03-16,2024-03-16 04:01,0,unknown,"**Министр обороны РФ проинспектировал Объединенную группировку войск**  __Министр обороны Российской Федерации генерал армии Сергей Шойгу провел совещание в штабе Объединенной группировки войск, где заслушал доклады командующих по текущей обстановке на операционных направлениях в зоне проведения специальной военной операции, характеру действий противника и выполнению войсками задач на основных нап"
2024-03-16,2024-03-16 04:10,0,kursk|belgorod,"⚡️ **В течение прошедшей ночи пресечены попытки киевского режима совершить террористические атаки c применением БпЛА самолетного типа, тактического ракетного комплекса «Точка-У» и  реактивной системы залпового огня RM-70 «Вампир» по объектам на территории Российской Федерации.   ** Дежурными средствами ПВО перехвачены и уничтожены: пять украинских беспилотных летательных аппаратов над территорией "
2024-03-16,2024-03-16 05:48,70,belgorod,⚡️ **Около 08.00 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир». **  Дежурными средствами ПВО восемь реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-16,2024-03-16 05:59,0,belgorod,**⚡️ Около 08.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО два украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-16,2024-03-16 06:56,0,belgorod,⚡️ **Около 09.00 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**   Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-16,2024-03-16 08:24,0,unknown,"**Заявление начальника пресс-центра группировки «Центр»**  ▫️ Группировка войск «Центр» продолжает выполнять боевые задачи в зоне проведения специальной военной операции.  ▫️ Огнём артиллерии и ударами авиации **нанесено огневое поражение по более 400 выявленным целям ВСУ**, в том числе **12** опорным пунктам, около **50** районам скопления техники и живой силы. Бомбардировочной, штурмовой и армей"
2024-03-16,2024-03-16 10:27,0,belgorod,⚡️ **Около 13.00 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**  Дежурными средствами ПВО два украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-16,2024-03-16 11:48,0,belgorod,"**Расчеты гаубиц «Мста-Б» группировки войск «Запад» продолжают уничтожать диверсионно-разведывательные группы украинских террористических формирований, срывая попытки прорыва на территорию Российской Федерации.  **  Боевые расчеты 152-мм буксируемых гаубиц «Мста-Б» группировки войск «Запад», действуя в составе разведывательно-ударных контуров, **нанесли огневое поражение по скоплению украинских на"
2024-03-16,2024-03-16 12:40,0,belgorod,**⚡️ Около 15.30 мск пресечена очередная попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**  Дежурными средствами ПВО два украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-16,2024-03-16 14:36,0,stavropol,**Расчеты FPV-дронов «крылатой пехоты» громят противника на Запорожском направлении**  __Мобильные расчеты FPV-дронов Ставропольских десантников Новороссийского соединения ВДВ нанесли более 20 ударов по объектам ВСУ за сутки.__  Операторы FPV-дронов** точно поразили личный состав ВСУ в укрытии опорного пункта**. Повторными ударами FPV-дронов и квадрокоптеров со сбросами **было уничтожено еще неско
2024-03-16,2024-03-16 14:38,70,belgorod,⚡️ **Около 17.00 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир».**  Дежурными средствами ПВО пятнадцать реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 04:07,35,kaluga|moscow|kursk|belgorod|oryol|yaroslavl|rostov|krasnodar,"**⚡️ В течение прошедшей ночи и утра 17 марта пресечены попытки киевского режима совершить террористические атаки c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**  Дежурными средствами ПВО 35 БпЛА перехвачено и уничтожено над территориями Московской (4 БпЛА), Белгородской (3 БпЛА), Калужской (2 БпЛА), Орловской (1 БпЛА), Ростовской (1 БпЛА), Ярославской (4 БпЛА"
2024-03-17,2024-03-17 05:47,70,belgorod,**⚡️ Около 8.00 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации** с применением девяти снарядов реактивной системы залпового огня RM-70 «Вампир» и трех снарядов реактивной системы залпового огня «Ураган».  Дежурными средствами ПВО **все реактивные снаряды уничтожены в воздухе над Белгородской областью.**  🔹 [Минобороны России](
2024-03-17,2024-03-17 07:33,0,moscow,**⚡️ В 10.15 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Московской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 08:50,0,vladimir,"**Заявление начальника пресс-центра группировки «Восток»**  Подразделения группировки войск «Восток» продолжают выполнять боевые задачи **на Южно-Донецком направлении**.   Мотострелковыми подразделениями при поддержке артиллерии **отражены четыре атаки** формирований 72-й механизированной бригады в районе Владимировки, 1-й бригады президента Украины в районе Урожайного.   **Ударами бомбардировочно"
2024-03-17,2024-03-17 10:23,0,unknown,"**Специалисты группы огневой поддержки уничтожили БпЛА самолетного типа на Купянском направлении**  ▫️ Во время боевого вылета военнослужащие обнаружили беспилотный летательный аппарат противника, направляющийся в сторону российских позиций.  💥 По внешним признакам **экипаж определил принадлежность БпЛА, после чего цель была уничтожена из стрелкового оружия.**  🗺 Сообщив координаты падения беспило"
2024-03-17,2024-03-17 10:56,0,belgorod,⚡️ **Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции **(по состоянию на 17 марта 2024 г.)  Часть 1 ([см. часть 2](https://t.me/mod_russia/36712))  ▫️ На** Купянском направлении** подразделения «Западной» группировки войск во взаимодействии с авиацией и артиллерией нанесли огневое поражение формированиям противника в районе населенного пункта Кисловка
2024-03-17,2024-03-17 11:12,0,belgorod,⚡️ **Около 14.00 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО четыре украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 12:35,0,belgorod,**⚡️ Около 14.30 мск пресечена очередная попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО семь украинских беспилотных летательных аппаратов уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 14:34,0,belgorod,**⚡️ В 17.10 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 16:06,141,bryansk,**⚡️ В 18.00 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации c применением двух многоцелевых БПЛА Ту-141 «Стриж».  **  Дежурными средствами ПВО украинские беспилотные летательные аппараты уничтожены над территорией Брянской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 16:28,0,belgorod,**⚡️ Около 18.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 17:49,0,belgorod,**⚡️ Около 19.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.   ** Дежурными средствами ПВО два украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-17,2024-03-17 18:25,0,belgorod,**⚡️ В 20.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.   ** Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-18,2024-03-18 06:30,70,belgorod,⚡️ **Около 08.30 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир». **  Дежурными средствами ПВО десять реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-18,2024-03-18 07:17,0,unknown,"**Заявление начальника пресс-центра группировки «Центр»**  Группировка войск «Центр» продолжает выполнять боевые задачи в зоне проведения специальной военной операции.   За день подразделениями группировки нанесено огневое поражение по 370 выявленным целям ВСУ, в том числе по трём пунктам управления, около 50 районам скопления живой силы и техники, 11 опорным пунктам.   Бомбардировочной, штурмовой"
2024-03-18,2024-03-18 08:58,0,unknown,"**Заявление начальника пресс-центра группировки «Восток»**  Подразделения группировки войск «Восток» продолжают выполнять боевые задачи на Южно-Донецком направлении.   Подразделения группировки улучшили положение по переднему краю, освободили населенный пункт Мирное, отразили контратаку формирований 72-й механизированной бригады в районе Водяного.   В течение суток уничтожены более 120 военнослужа"
2024-03-18,2024-03-18 11:26,0,belgorod,"⚡️ **С 11.30 до 11.45 мск пресечена очередная попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивных систем залпового огня RM-70 «Вампир», «Ольха» и «Град». **  Дежурными средствами ПВО над Белгородской областью уничтожены в воздухе восемь реактивных снарядов РСЗО «Вампир», два реактивных снаряда РСЗО «Ольха» и один реактив"
2024-03-18,2024-03-18 14:33,0,belgorod,⚡️ **Около 17.10 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.   **  Дежурными средствами ПВО три украинских беспилотных летательных аппарата уничтожены над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-18,2024-03-18 16:12,0,voronezh,⚡️ **Около 18.50 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Воронежской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-18,2024-03-18 19:24,0,crimea,⚡️ **Около 21.30 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации c применением реактивного БПЛА самолетного типа. **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над Крымским полуостровом.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-18,2024-03-18 20:00,143,belgorod,"**🗓 Главное за день**  ▫️ Министр обороны Российской Федерации направил [телеграммы](https://t.me/mod_russia/36731) отличившимся воинской части и соединению, участвующим в специальной военной операции.  ▫️ На Белгородском направлении российские подразделения нанесли огневого поражение скоплениям живой силы и техники 105-й, 120-й бригад теробороны и боевикам украинского террористического формирован"
2024-03-19,2024-03-19 05:30,0,belgorod|voronezh,"**⚡️ Сегодня ночью пресечены попытки киевского режима совершить террористические атаки по объектам на территории Российской Федерации с применением БПЛА самолетного типа. **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области, еще один украинский БПЛА перехвачен над территорией Воронежской области.  🔹 [Минобороны России](https://t.me/"
2024-03-19,2024-03-19 06:47,0,belgorod,⚡️ **Около 8.45 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-19,2024-03-19 07:47,0,unknown,"**Заявление начальника пресс-центра группировки «Центр»**  ▫️ Группировка войск «Центр» продолжает выполнять боевые задачи в зоне проведения специальной военной операции.  ▫️ За день подразделениями группировки **нанесено огневое поражение по 350 выявленным целям ВСУ**, в том числе по 18 опорным пунктам, около 40 районам скопления живой силы и техники, более 80 позициям полевой артиллерии. **Авиац"
2024-03-19,2024-03-19 07:56,0,belgorod,⚡️ **Около 10.30 мск пресечена очередная попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир».**  Дежурными средствами ПВО уничтожены в воздухе девять реактивных снарядов над Белгородской областью.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-19,2024-03-19 10:49,0,belgorod,**⚡️ Около 13.00 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации.**  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹 [Минобороны России](https://t.me/mod_russia)
2024-03-19,2024-03-19 17:46,0,unknown,"**Расчет гаубицы «Мста-Б» группировки войск «Юг» уничтожил украинский пункт управления БпЛА**  📍 Донецкое направление  Разведчиками с помощью беспилотного летательного аппарата был выявлен пункт управления БпЛА противника, находившийся в полуразрушенном здании. Координаты цели были переданы на командный пункт артиллерии для дальнейшего уничтожения. Военнослужащие гаубичного дивизиона огнем из 152-"
2024-03-19,2024-03-19 19:35,70,belgorod,⚡️ **Около 22.00 мск пресечена попытка киевского режима совершить террористические атаки c применением реактивной системы залпового огня RM-70 «Вампир» и тактического ракетного комплекса «Точка-У» по объектам на территории Российской Федерации. ** Дежурными средствами ПВО уничтожено десять реактивных снарядов и одна ракета комплекса «Точка-У» над территорией Белгородской области.  🔹  [Минобороны Р
2024-03-19,2024-03-19 20:04,200,kursk|belgorod,"**⚡️ Около 22.30 мск пресечена попытка киевского режима совершить террористическую атаку переоборудованной для поражения наземных целей зенитной ракетой С-200 по объектам на территории Российской Федерации.**  Дежурными средствами ПВО уничтожена зенитная управляемая ракета С-200 над территорией Курской области, еще одна ракета зенитного ракетного комплекса «Patriot» уничтожена над территорией Белг"
2024-03-19,2024-03-19 20:31,0,belgorod,"**🗓 Главное за день**  ▫️ Подразделения группировки войск «Центр» освободили населенный пункт Орловка Донецкой Народной Республики и улучшили положение по переднему краю на [Авдеевском](https://t.me/mod_russia/36787) направлении. Также заняты более выгодные рубежи и позиции на [Донецком](https://t.me/mod_russia/36786) направлении, улучшено положение по переднему краю на [Купянском](https://t.me/mo"
2024-03-20,2024-03-20 04:06,1,belgorod|saratov,**⚡️ Сегодня ночью пресечены попытки киевского режима совершить террористические атаки по объектам на территории Российской Федерации с применением БпЛА самолетного типа.**  Дежурными средствами ПВО пять украинских беспилотных летательных аппаратов уничтожены над территориями Белгородской (1 БпЛА) и Саратовской (4 БпЛА) областей.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-20,2024-03-20 05:44,143,unknown,"**Заявление старшего офицера пресс-центра группировки «Юг»**  ▫️ **Подразделения «Южной» группировки войск** при поддержке ударов авиации и огня артиллерии **улучшили положение по переднему краю,** нанесли поражение формированиям 79-й десантно-штурмовой, 46-й аэромобильной бригад и 118-й бригады территориальной обороны ВСУ в районах Новомихайловки, Раздоловки и Георгиевки.  ▫️ **ВСУ потеряли** свы"
2024-03-20,2024-03-20 07:29,0,unknown,"**Заявление начальника пресс-центра группировки «Восток»**  ▫️ Подразделения группировки войск «Восток» продолжают выполнять боевые задачи** на Южно-Донецком направлении.**  ▫️ **Подразделения группировки в ходе активных действий улучшили положение по переднему краю, пресекли попытки усиления противником передовых позиций** **и ротации** в районах Водяного, Равнополя, Червоного и Приютного.   ▫️ У"
2024-03-20,2024-03-20 09:15,70,belgorod,⚡️ **Около 11.30 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир».  ** Дежурными средствами ПВО тринадцать реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-20,2024-03-20 10:40,0,unknown,"⚡️ **Разведчики группировки войск «Центр» показали уничтоженный американский танк «Абрамс» ** Военнослужащим удалось добраться до подбитой техники, осмотреть ее и извлечь все необходимые образцы оборудования. Американский танк «Абрамс» был уничтожен на Авдеевском направлении применением FPV-дрона.  В населенном пункте Бердычи разведчики обнаружили передвижение гусеничной техники противника и, высл"
2024-03-20,2024-03-20 11:04,419,kursk|belgorod,"**⚡️ Во время избирательных мероприятий сбиты 419 беспилотных летательных аппаратов, 67 реактивных снарядов** **противника**  💬 Министр обороны РФ генерал армии Сергей Шойгу:** ** В соответствии с поручением Верховного Главнокомандующего Вооруженные Силы обеспечивали безопасное голосование в ходе выборов Президента Российской Федерации, в том числе в новых регионах страны.  С целью срыва выборных "
2024-03-20,2024-03-20 17:08,0,belgorod,**⚡️ Около 19.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БпЛА самолетного типа по объектам на территории Российской Федерации. **   Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-20,2024-03-20 20:02,0,belgorod,"**🗓 Главное за день**  ▫️ Министр обороны Российской Федерации генерал армии Сергей Шойгу [представил](https://t.me/mod_russia/36827) назначенного на должность Указом Президента Российской Федерации нового заместителя Министра обороны РФ, отвечающего за организацию материально-технического обеспечения Вооруженных Сил РФ, генерал-лейтенанта Андрея Булыгу.  ▫️ В Национальном центре управления оборон"
2024-03-21,2024-03-21 02:01,0,belgorod,"💥 Расчеты РСЗО «Смерч» **уничтожили артиллерийский расчет украинских террористических формирований** в приграничном с Белгородской областью районе на территории Украины.  Расчет РЛС «Зоопарк» **выявил применение противником реактивных систем залпового огня, а также артиллерийских орудий иностранного производства в приграничном районе Белгородской области**. После чего провел расчёт траекторий снар"
2024-03-21,2024-03-21 05:27,70,belgorod,⚡️ **Около 08.00 мск пресечена попытка киевского режима совершить террористическую атаку по объектам на территории Российской Федерации с применением реактивной системы залпового огня RM-70 «Вампир».  ** Дежурными средствами ПВО десять реактивных снарядов уничтожены в воздухе над Белгородской областью.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-21,2024-03-21 06:57,0,unknown,"**Заявление начальника пресс-центра группировки «Восток»**  __Подразделения группировки войск «Восток» продолжают выполнять боевые задачи на Южно-Донецком направлении. __  Подразделения группировки в ходе активных действий улучшили положение по переднему краю, пресекли попытки усиления противником передовых позиций и ротации в районах Старомайорского, Равнополя, Приютного и Луговского.   Ударами б"
2024-03-21,2024-03-21 08:06,6,unknown,"**Заявление начальника пресс-центра группировки «Центр»**  __Группировка войск «Центр» продолжает выполнять боевые задачи в зоне проведения специальной военной операции. __  Подразделениями группировки за сутки нанесено огневое поражение по 350 выявленным целям ВСУ, в том числе 16 опорным пунктам, около 60 районам скопления живой силы и техники, более сотни позиций полевой артиллерии.   Авиацией н"
2024-03-21,2024-03-21 08:50,10,unknown,"🔎 Расчеты ЗРК «Бук-М1»** надежно прикрывают позиции российских войск от ударов средств воздушного нападения ВСУ** на Южно-Донецком направлении.  **«Бук-М1» обеспечивает нашим подразделениям оборонительный «зонтик» ПВО радиусом в десятки километров**. Это лишь один из элементов эшелонированной системы противовоздушной обороны, которая построена на Южно-Донецком направлении, в том числе для прикрыти"
2024-03-21,2024-03-21 12:12,0,belgorod,**⚡️ Около 14.30 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-21,2024-03-21 12:20,0,crimea,⚡️ **Около 15.00 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.   ** Дежурными средствами ПВО три украинских беспилотных летательных аппарата уничтожены над территорией Республики Крым.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-21,2024-03-21 12:39,0,bryansk,⚡️ **Около 15.10 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат перехвачен над территорией Брянской области.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-21,2024-03-21 12:48,0,belgorod,⚡️ Около 15.15 мск еще один украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹  [Минобороны России](https://t.me/mod_russia)
2024-03-21,2024-03-21 15:20,0,unknown,"💥 **Расчеты РСЗО «Град» уничтожили склады с боеприпасами и живую силу противника на Авдеевском направлении**  Артиллеристы 1-го армейского корпуса группировки войск «Юг» развернули и навели установки РСЗО БМ-21 «Град» на цели, координаты которых были переданы расчетами беспилотной авиации. **По докладу разведки, цели уничтожены**.  🔹  [Минобороны России](https://t.me/mod_russia)"
2024-03-21,2024-03-21 15:39,0,belgorod,**⚡️ Около 17.40 мск пресечена попытка киевского режима совершить террористическую атаку c применением БПЛА самолетного типа по объектам на территории Российской Федерации.  **  Дежурными средствами ПВО украинский беспилотный летательный аппарат уничтожен над территорией Белгородской области.  🔹  [Минобороны России](https://t.me/mod_russia)
