date,datetime,target_cat,damage,oblasts,confirmed,text_snippet
2025-01-31,2025-01-31 11:21,command_control,destroyed,kursk,1,"[**Генштаб ЗСУ повідомляє:**](https://t.me/GeneralStaffZSU/20425)  **Сьогодні підрозділи ракетних військ і артилерії Сил оборони України завдали вогневого ураження по командному пункту угруповання військ «Курськ» збройних сил рф у місті Рильськ, Курська область.**  Внаслідок високоточного та скоординованого удару знищено пункт управління противника.  [🔸Підписатись](https://t.me/dronbomber)"
2025-01-31,2025-01-31 18:35,unknown,unknown,unknown,0,"**Росіяни атакували історичне середмістя Одеси ракетами, **— ОВА.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-01,2025-02-01 14:37,unknown,unknown,unknown,0,"У цьому будинку загинула вся моя сім'я: син, онучка та невістка. Щоб вони здохли разом з путіним — вся росія, [розповідає](https://www.instagram.com/p/DFiGojtI6e4/) Ігор про удар надзвуковою ракетою по Полтаві.  💔"
2025-02-01,2025-02-01 15:31,unknown,destroyed,unknown,0,"🗣З січня 2024 до січня 2025 року ворог випустив по Україні **13 957** ударних дронів типу Shahed. Найбільші атаки зафіксовано у жовтні (**2023**), листопаді (**2576**) та січні 2025 (**2599**).  🔴Знищено ППО – **61%, **посаджено РЕБ – **35%. **Загальна ефективність перехоплення (збиття + РЕБ) становить близько **96%**.  🔴**Також слід врахувати, що різке збільшення кількості дронів зумовлене тим, що росіяни почали комбінувати атаки з БПЛА «Гербера».**  **Слава ППО! Дякую що охороняєте наше небо. "
2025-02-01,2025-02-01 21:29,unknown,unknown,unknown,0,"В середньому в нас йде три дні на підготовку масованого удару дронами по російській педерації.  От і думайте смисл посту, це я натякаю чи просто кажу інфу 🙃  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-01,2025-02-01 22:04,unknown,destroyed,unknown,0,"❗️Близько 18.00 01 лютого 2025 року російська авіація завдала удару із застосуванням керованої авіабомби по місцю тимчасового проживання цивільного населення (вул. Леніна, 7, СУДЖА, рф) – триповерховому будинку колишнього інтернату, в якому перебувало 86 цивільних осіб місцевого населення та пункт Національної поліції України з 4 поліцейськими.  Внаслідок завдання удару зруйнована центральна частина будинку. Станом на 21.00 виявлено 4 загиблих, 4 важких поранених та близько 80 цивільних осіб, як"
2025-02-02,2025-02-02 11:38,unknown,destroyed,unknown,0,"**Звертаюсь до всіх державних установ, органів місцевого самоврядування, військових адміністрацій та всіх, хто може вплинути на це питання.**  Прямо зараз донецька стела перебуває під загрозою знищення. Російські FPV-дрони вже мають радіус дії, який дозволяє їм долітати до цієї локації. Питання її цілісності — це не місяці чи роки, це можуть бути лічені тижні або навіть дні.  Це не просто монумент — це частина нашої історії, пам’ять про загиблих, символ нашої боротьби та гідності. Прошу негайно "
2025-02-02,2025-02-02 12:22,unknown,explosion,lipetsk,0,"Після вчорашньої ракетної атаки по Полтаві з'явилися повідомлення про вибух у Липецькій області, у Єлецькому районі. Місцева влада заявила нібито впав ""розгінний блок авіаційного ракетного комплексу"". Хоча подібних ракет з розгінними блоками в авіаційному варіанті русня не має.  Тепер з'явилося відео падіння ракети Х-22/Х-32 у полі з подальшою детонацією. Постраждалих немає.  [🔸Підписатись](https://t.me/dronbomber)"
2025-02-02,2025-02-02 15:04,unknown,destroyed,kursk,0,"**Вчора на Курському напрямку було уражено центральний командний пункт. Знищено десятки ключових офіцерів рф та військових кндр, **— Зеленський.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-02,2025-02-02 18:30,unknown,unknown,unknown,0,"Я закликаю всіх українців у цей важкий час відкинути особисті суперечки та об’єднатися проти ворога, як ми це робили у 2022-му. (Не стосується «ждунов» – вам нема місця серед нас).  Закликаю припинити сварки на мовному ґрунті – ми всі українці, і зараз мова точно не головне, особливо коли значна частина наших військових на фронті нею спілкується.  Також закликаю не підігравати росії. Радіючи атакам на ТЦК (що є терактами), ви лише допомагаєте ворогу, адже саме він стоїть за цими диверсіями. Тим "
2025-02-03,2025-02-03 00:31,unknown,unknown,tver,0,"Нажаль інформація не підтвердилась. Але й спати кацапи ще не йдуть, бо атака триває.  [🔸Підписатись](https://t.me/dronbomber)"
2025-02-03,2025-02-03 04:51,unknown,confirmed,tver,1,А ось і візуальні підтвердження з місця атаки. Даний газопереробний завод один з найбільших у світі у своєму роді.  [🔸Підписатись](https://t.me/dronbomber)
2025-02-03,2025-02-03 06:18,oil_refinery,unknown,unknown,0,"🗣**Виділимо найважливіші обʼєкти інфраструктури ворога що були атаковані цієї ночі нашими БПЛА:**  🔴**Астраханський газопереробний завод:  **Це один із ключових енергетичних об'єктів росії, що забезпечує переробку газового конденсату та виробництво бензину, дизельного пального і не тільки.  🔴**Волгоградський НПЗ:  **Атака на цей обʼєкт відбулася повторно від 31 січня.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-03,2025-02-03 08:12,unknown,explosion,moscow,0,Одна ~~людина~~ здохла під час вибуху в елітному ЖК «Алих парусах» в Москві.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-02-03,2025-02-03 08:22,unknown,explosion,crimea,0,"Попередньо, серед постраждалих внаслідок вибуху в «Алих Парусах» є ще один зрадник України з Криму — Олег Касперович.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-03,2025-02-03 11:29,oil_refinery,destroyed,unknown,1,"[**Генштаб ЗСУ доповідає:**](https://t.me/GeneralStaffZSU/20525)  **Підрозділи Сил спеціальних операцій Збройних Сил України та Служби безпеки України, у взаємодії з іншими складовими Сил оборони, у ніч на 3 лютого 2025 року уразили Волгоградський НПЗ («Лукойл-Волгограднафтопереробка») та Астраханський газопереробний завод. **  Обидва цих стратегічних об’єкти є виробниками великої кількості пального для російської окупаційної армії.   За попередніми даними, на заводі у Волгоградській області, зо"
2025-02-03,2025-02-03 13:29,unknown,unknown,crimea,0,"**Повірте, настане той час, коли президент скаже про те, що ми маємо свій підводний дрон. І я вірю в те, що він, все ж таки, зруйнує Кримський міст**, — Сухаревський.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-03,2025-02-03 13:32,unknown,destroyed,unknown,0,"**За півроку роботи Сили безпілотних систем провели понад 220 операцій вглиб території рф**, — Сухаревський.   «Наші «бомбери», підрозділи, які їх використовують, показують приклад надзвичайної ефективності. Наприклад, тільки за крайні два місяці нашими підрозділами «NEMESIS» було **уражено більше 15 одиниць дороговартісних «БУК-М3», «Тор» і решта**. Із цікавих глибин, це, наприклад, ураження «БУК-М3» буквально два тижні тому на **глибину 57 кілометрів**». — розказав він  [🔸](https://t.me/dronbo"
2025-02-03,2025-02-03 15:58,unknown,destroyed,tver,0,"Так, в нашій країні є багато проблем, і це ніхто не заперечує. Але якщо подивитися на речі тверезо, важко не помітити те, що ми зробили за ці три роки. Розробка сучасних ракет у світі зазвичай займає десятки років, залучає тисячі спеціалістів і мільярдні бюджети. А ми за цей короткий термін створили кілька видів ракет, включно з абсолютно новою концепцією — ракетою-дроном, яка фактично змінила уявлення про засоби ураження.  Ми не просто працюємо над ППО — ми вже маємо перші успішні тестування вл"
2025-02-04,2025-02-04 12:08,unknown,explosion,moscow,0,"🤔 **Саркісян у Москві здох внаслідок вибуху, здійсненого смертником.**  Рузмі пишуть про дві версії: ""український слід 🙂"" та боротьбу за табачний ринок.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-04,2025-02-04 12:33,command_control,explosion,belgorod,0,"**Аналіз випадків падіння російських авіабомб у 2024–2025 роках**  29 січня 2025 року російські ВКС знову скинули дві авіабомби ФАБ-250 на територію Бєлгородської області. Одна з бомб впала біля приватного будинку на вулиці Садовій у хуторі Труд Корочанського району, інша — неподалік села Маломихайлівка Шебекинського міського округу. Завдяки тому, що боєприпаси не здетонували, жертв вдалося уникнути, а місцевих жителів оперативно евакуювали.    Згідно з підрахунками аналітиків DroneBomber, лише "
2025-02-04,2025-02-04 14:35,command_control,damaged,kursk,1,"🇺🇦 [Генштаб ЗСУ повідомляє:](https://t.me/GeneralStaffZSU/20571)  **3-го лютого 2025 року Повітряні Сили Збройних Сил України завдали високоточного удару по пункту управління одного з підрозділів зс рф в районі населеного пункту Новоіванівка.**  Цей пункт управління розміщувався на території покинутої будівлі та використовувався для координації наступальних дій російських військ проти українських захисників на Курському напрямку. В результаті проведеної операції об’єкт зазнав значних пошкоджень,"
2025-02-04,2025-02-04 16:52,unknown,unknown,krasnodar,0,"Шось русня профукала наші розвідувальні БПЛА, які зараз аж в Краснодарському краї літають.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-04,2025-02-04 23:11,unknown,unknown,unknown,0,"**На агресивні закиди подкастера Джо Рогана, що Україна хоче почати Третю світову війну, б'ючи американськими ракетами по росії, Зеленський відповів: ** ""При всій повазі, коли людина далеко від війни ми робимо припущення, і не розуміємо болю. Коли відбувся теракт 11 вересня в США, тисячі були вбиті, що американці повинні були зробити? Залишити їх безкарними, чи атакувати терористів? Вони знищували роками цих терористів, щоб вони не повернулись назад. Україна б'є Курщину, де росіяни привезли вбив"
2025-02-05,2025-02-05 05:32,unknown,unknown,krasnodar,0,**Дрони уразили нафтобазу у Краснодарському краї рф.  **[🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-02-05,2025-02-05 10:01,oil_refinery,destroyed,tver|krasnodar,1,"[**Генштаб ЗСУ повідомляє:**](https://t.me/GeneralStaffZSU/20595)  **Уражено нафтопереробне підприємство у Краснодарському краї рф та ЗРК «Бук» окупантів.**  Підрозділи Служби безпеки України, у взаємодії зі Збройними Силами та іншими складовими Сил оборони, у ніч на 5 лютого 2025 року уразили ТОВ «Албашнєфть»  у Краснодарському краї рф.  Цей завод з первинної переробки нафти та виробництва нафтопродуктів позиціонується як «міні-НПЗ» і задіяний у постачанні бензинів і дизелю для російської окупа"
2025-02-05,2025-02-05 12:31,unknown,explosion,unknown,0,"🇺🇦 СБУ встановила, що спецслужби РФ організували теракт 1 лютого, використавши завербованого через Telegram 21-річного безробітного з Житомирщини. Його підірвали разом із принесеною вибухівкою одразу після входу в будівлю.  Внаслідок вибуху терорист загинув, 8 військових поранено. СБУ розслідує справу як теракт.  Щоб не повторити долю горе-підривника, повідомляйте про спроби вербування на [чат-бот СБУ](https://t.me/spaly_fsb_bot)  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber"
2025-02-05,2025-02-05 17:05,unknown,unknown,krasnodar|crimea,0,"Запуски БПЛА відбуваються невдовзі після сьогоднішньої радіолокаційної розвідки Криму та узбережжя Краснодарського краю літаком радіоелектронної розвідки RC-135V River Joint. (Насправді літак-розвідник залітав далі, просто через вимкнений транспондер цього не видно на мапі, показав приблизно червоною стрілкою).  [🔸Підписатись](https://t.me/dronbomber)"
2025-02-06,2025-02-06 06:56,airbase,destroyed,tver|krasnodar,1,"[Генштаб ЗСУ повідомляє: ](https://t.me/GeneralStaffZSU/20620)  **Уражено аеродром російських окупантів.**  Підрозділи Сил безпілотних систем Збройних Сил України, у взаємодії з іншими складовими Сил оборони, у ніч на 6 лютого 2025 року уразили аеродром «Приморсько-Ахтарський» у Краснодарському краї рф. Це об’єкт оперативного базування авіаційних засобів. Використовується для зберігання, підготовки та пусків БПЛА типу «Shahed» по території України, а також обслуговування авіатехніки, яка виконує"
2025-02-07,2025-02-07 10:02,unknown,unknown,unknown,0,"**Сьогодні 7 річниця битви під Хішамом.**  Сам бій почався після спроби сирійської армії Асада взяти контроль над нафтовими родовищами, у відповідь американці завдали потужного авіа і артудару.  Удар США нанесли після того як росія заявила що їхніх бійців немає, але як ми знаємо це було брехнею.  Загальні втрати сирійсько-російських військ склали близько 100 осіб.  #історіяДБ  🔸 [Підписатись](https://t.me/dronbomber)"
2025-02-07,2025-02-07 13:38,unknown,unknown,unknown,0,"**За пів року з моменту створення Сил безпілотних систем, було запущено понад 3,5 тисячі ударних БПЛА дальньої дії, які здійснювали DeepStrike по критично важливих військових об’єктах рф**, — командувач СБС.   [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-07,2025-02-07 18:00,unknown,unknown,unknown,0,🤟 Удар HIMARS ліквідував усіх командирів 35-ї ОМСБр рф.  Удар відбувся 03.02.25.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-02-07,2025-02-07 18:16,command_control,unknown,unknown,0,"Щоб ви розуміли, це не просто «знищили групу офіцерів», а буквально позбавили 35-ту ОМСБр рф голови. Командний склад — це не рядові солдати, яких можна швидко замінити. Це ті, хто приймає рішення, контролює підрозділи та тримає всю бригаду в боєздатному стані.      Без них:   🔴зв’язок і координація сиплеться;   🔴накази або не доходять, або доходять з запізненням;   🔴підрозділи не знають, що робити, і починається хаос.      Відновити таку структуру — це не справа одного дня. А якщо удар був точни"
2025-02-08,2025-02-08 00:10,unknown,unknown,rostov,0,"Ростов під атакою БПЛА вже більше години, працює ППО. Місцеві не дуже охоче діляться власними кадрами.  [🔸Підписатись](https://t.me/dronbomber)"
2025-02-08,2025-02-08 00:58,unknown,unknown,rostov,0,Залишки реактивних двигунів після атаки дронів (ракет-дронів) на Ростов.  [🔸Підписатись](https://t.me/dronbomber)
2025-02-08,2025-02-08 06:19,unknown,unknown,rostov|krasnodar,0,**Ростов та Краснодарський край сьогодні були атаковані ракетою-дроном «Пекло» ****🥳**  Чекаємо на результати..  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-02-08,2025-02-08 10:21,unknown,unknown,unknown,0,"**На росії остаточно здох капітан наґайко, якого **[підірвали](https://t.me/dronbomber/9808)** 3 січня після чого він перебував в критичному стані.**  Ця істота причетна до ударів по вбивства 59 цивільних людей під час поминального обіду в селі Гроза на Харківщині.   Зємля склохуєм підар!  🔸 [Підписатись](https://t.me/dronbomber)"
2025-02-08,2025-02-08 11:28,unknown,destroyed,unknown,0,"**Внаслідок удару по пункту управління рф на Курщині загинули 20 офіцерів, **— Зеленський.  «Там просто був уражений пункт управління. Перед тим, як 2,5 км пройти, наші вразили пункт управління на Курщині. Там загинуло багато офіцерів. Мені сказали, що напевно 20 загиблих офіцерів. Серед них старші офіцери північнокорейські та росіяни». — додав президент  🔸 [Підписатись](https://t.me/dronbomber)"
2025-02-08,2025-02-08 13:43,unknown,destroyed,unknown,0,"**Дистанція ураження DeepStrike углиб території рф вже досягла 1,7 тис. км, **— Сирський.  За цей рік цілями успішного комплексного вогневого ураження на території російської федерації стали **377 об’єктів** військового призначення.  **Готуємо нові далекобійні засоби.  **[🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-08,2025-02-08 14:38,unknown,destroyed,unknown,0,"Зараз читав пости деяких російських каналів щодо ""масового перекидання сил"" на різні напрямки (масове для них, схоже, навіть 2 танки).  Але суть не в цьому. Суть у тому, що в коментарях під цими постами русня не ниє, що ми їх перекидаємо, не ниє, що ось-ось буде наступ, а ниє через те, що якийсь генерал не віддав наказ на знищення через нібито ""договорняк""?)  Тобто людям настільки промили голову, що вони реально вірять у всесильну росію, яка може просто знищити все, що захоче, і єдине, що її обм"
2025-02-08,2025-02-08 20:15,oil_refinery,unknown,unknown,0,А ось ще улюбленці російських нафтобаз та НПЗ - виробництво безпілотників «Лютих».
2025-02-08,2025-02-08 21:22,unknown,unknown,kursk,0,"Наші пабліки вже розганяють новину про купу БПЛАшок, хоча новина тільки-но з’явилася і поки йдеться лише про поодинокі прольоти над Курською областю. Решта – це всього кілька БПЛА, що літали між областями 🤣🤣🤣  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-10,2025-02-10 08:41,oil_refinery,unknown,krasnodar,0,"**Дрони атакували нафтопереробний завод у Краснодарському краї рф.**  Афіпський НПЗ - один із ключових НПЗ у росії, що має потужність 6,25 млн тонн нафти на рік.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-10,2025-02-10 09:44,unknown,destroyed,unknown,0,"💥 **Далекобійні плани. У 2025 році фокусуємося на розробці та виробництві ракетних систем, здатних уражати цілі на максимальній відстані, **— [Міністерство Оборони.](https://t.me/ministry_of_defense_ua/11758)   Руйнування логістики та військових об’єктів в глибокому тилу росії, знищення скупчень живої сили та техніки стають можливими завдяки ракетам, баражуючим авіабомбам та deep strike. Крім того, для захисту українських міст створюється ефективна система протиракетної оборони.  [🔸Підписатись]("
2025-02-10,2025-02-10 10:55,command_control,destroyed,tver,1,"**За кількістю ураженого особового складу ворога четвертий місяць поспіль утримує лідерство в рейтингу Delta 59 бригада, яка нещодавно увійшла до складу Сил безпілотних систем.  ** Про це інформує Командування Сил безпілотних систем ЗСУ. За січень воїни підрозділу ліквідували 2667 окупантів, з них 1230 — безповоротні втрати, 1437 — поранені.  Я представляю, які бонуси капають цій бригаді від Delta 😳  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-10,2025-02-10 11:01,command_control,destroyed,tver,1,"**Рейтинг підрозділів Сил безпілотних систем у DELTA**  У Збройних Силах України діє рейтингова система підрозділів безпілотних систем, що базується на даних ситуаційної обізнаності DELTA. Вона створена для об’єктивного оцінювання ефективності роботи дронових груп і має реальну мотиваційну складову.    Як це працює: підрозділи фіксують ураження противника, надаючи підтвердження у вигляді фото, відео та координат. Ці дані вносяться до системи, яка автоматично формує рейтинг найбільш результативни"
2025-02-10,2025-02-10 18:35,unknown,destroyed,unknown,0,"Росіяни знову довели свою «геніальність»: збили власний «Елерон-3», намалювали на ньому якісь «українсько-нацистські» знаки й радісно відзвітували про знищення «хохлодрона».    Ну, нацисти єсть нацисти, оні етого не скривают, - цитата ру. воєнкора 🤣  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-11,2025-02-11 03:16,oil_refinery,unknown,saratov,0,Тим часом у Саратові вже вкотре атакований нафтопереробний завод.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-02-11,2025-02-11 09:06,oil_refinery,destroyed,tver|saratov,1,"[**Генштаб ЗСУ повідомляє: **](https://t.me/GeneralStaffZSU/20824)  **Уражено нафтопереробний завод окупантів у Саратовській області рф.**   Підрозділи Сил безпілотних систем Збройних Сил України, Головного управління розвідки, Сил спеціальних операцій ЗСУ, у взаємодії з іншими складовими Сил оборони, у ніч на 11 лютого 2025 року уразили Саратовський нафтопереробний завод, який здійснює комплексну переробку нафти.   НПЗ переважно випускає бензини, мазут, дизельне пальне. Усього ж – понад 20 виді"
2025-02-11,2025-02-11 14:12,unknown,unknown,kursk,0,"**🇺🇦**** Фрагмент недавнього наступу 82-ї ДШВ в Курській області, знятий українським дроном.**  Варто відзначити якісне інженерне забезпечення операції — попереду ударних колон йшли інженерні машини та танки з мінними тралами. Ключову роль у прориві відіграв американський важкий механізований міст **M60 AVLB**, який було оперативно встановлено через річку Смердиця біля хутора Колмаков.  Судячи з подальших кадрів, саме через цей міст здійснювалася переправа БМП, БТР та інших бронемашин, які вируш"
2025-02-12,2025-02-12 10:42,oil_refinery,destroyed,krasnodar,0,"**Нічний удар по Афіпському НПЗ:**  Виявляється, по сусідству з нафтопереробним заводом розміщена зенітна бригада.  У ніч на 10 лютого українські дрони вразили Афіпський нафтопереробний завод у Краснодарському краї рф. За нашими даними, цей НПЗ розташований упритул до пункту постійної дислокації 90-ї зенітної ракетної бригади 49-ї загальновійськової армії рф – фактично вони поділяють один паркан.    90-а бригада має на озброєнні зенітні ракетні комплекси ""Бук-М2"" і, ймовірно, отримала ""Бук-М3"". "
2025-02-12,2025-02-12 12:51,unknown,unknown,unknown,0,"Як же я заскучав за масованим ударом БПЛА по рф, може сьогодні?)  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-12,2025-02-12 13:31,airbase,unknown,krasnodar|crimea,0,"Радіолокаційна розвідку Криму та Краснодарського краю літаком РЕР RC-135 River Joint у супроводі двох винищувачів Eurofighter Typhoon. З аеродрому Бельбек русня вже підняла винищувач на перехоплення, будуть знову фоткати натівське чудо 😁  [🔸Підписатись](https://t.me/dronbomber)"
2025-02-12,2025-02-12 15:34,unknown,destroyed,unknown,0,"Російська армія зіштовхується з колосальною нестачею великих гексокоптерів, через що їм доводиться використовувати FPV-дрони для доставки продовольства в складнодоступні місця. У деяких випадках на одну позицію за ніч вилітає до 15 FPV-дронів, щоб забезпечити мінімальні потреби. Водночас один наш гексокоптер може доставити такий самий обсяг за один виліт.    Це серйозна тактична проблема для самих росіян. Коли десятки FPV-дронів регулярно летять до однієї й тієї ж точки, її дуже легко виявити й "
2025-02-12,2025-02-12 21:22,unknown,unknown,bryansk,0,"В нас тепер дві хвойди зʼявилися: Брянська область і ЛНР, через них БПЛА пролітають майже без втрат.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-12,2025-02-12 22:30,oil_refinery,unknown,bryansk,0,"Нові групи БПЛА пролітають над Брянською областю.   Боже, дай Лютому попасти в НПЗ, прошу 🙏  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-13,2025-02-13 00:02,oil_refinery,unknown,unknown,0,"Не хвилюємось, наші БПЛА продовжують роботу в повітряному просторі Росії — спокійно кружляють і виконують свої завдання. Удари по НПЗ та іншим цілям — це лише частина справи. Не варто забувати про розвідку та прокладання маршрутів для майбутніх масштабних атак.    Запасайтеся терпінням і стежте за нашим каналом — ми щоночі на патрулюванні, і якщо буде щось справді велике, ви дізнаєтесь. Ми по характеру запусків одні із перших розуміємо, чи буде щось масштабне, чи це просто розвідка.   Війна дрон"
2025-02-13,2025-02-13 00:32,unknown,confirmed,tver|rostov,1,"Русня хрюкає про масований удар з 13 по 14. Ні підтверджувати, ні спростовувати ці слова я не буду. Але те, що останні дні ми активно проводимо розвідку та прокладаємо маршрути - це факт.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-13,2025-02-13 07:57,unknown,explosion,lipetsk,0,"🗣**Попередньо, цієї ночі було атаковано Липецький тракторний завод.** Місцеві жителі повідомляли про серію вибухів і перебої з електропостачанням.  📍Липецьк `52.5451933, 39.5835676  `[🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-13,2025-02-13 08:00,oil_refinery,unknown,unknown,0,"**росія може бути змушена скоротити видобуток нафти в найближчі місяці, оскільки санкції США перешкоджають доступу до танкерів, що прямують до Азії, а атаки українських безпілотників заважають роботі її нафтопереробних заводів,** — Reuters.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-13,2025-02-13 14:21,unknown,unknown,voronezh|rostov|krasnodar,0,"**Немного информации об атаках дронов по рашке за январь**  🔴За вечер 30 и ночь на 31 декабря Украиной был поставлен рекорд по количеству запущенных дронов по рашке. Спустя долгое время был осуществлён массовый запуск БПЛА, основными целями которого стали Краснодарский край, Крым и Брянская область.  🔴После этого, всего через 6–7 дней, вечером 4 и ночью на 5 января был осуществлён ещё один массовый запуск, возможно, являющийся уже новым рекордом, основными целями которого стали Ростовская и Брян"
2025-02-13,2025-02-13 14:49,command_control,unknown,unknown,0,"**Поговоримо про співвідношення сил у війні дронів.**  Колись FPV-дрони в Україні були в абсолютній більшості, але зараз ситуація вирівнялась. Росіяни змогли наздогнати нас завдяки швидкому масштабуванню. Можливо, у нас є невеликий паритет, але не критичний.    З важкими ударними коптерами все інакше. Тут у нас величезна перевага. Росіяни так і не змогли поставити виробництво на потік. Є поодинокі проєкти від їхніх приватних компаній, але вони відверто слабкі в порівнянні з нашими.    З розвідув"
2025-02-13,2025-02-13 22:03,unknown,unknown,tver,0,"🔱**Ігнорування власного відчуття страху на війні:**  Втрата відчуття страху на війні — це серйозна проблема, яка може призвести до фатальних наслідків. Коли військовослужбовець перестає відчувати страх, він може почати нехтувати базовими заходами безпеки, що підвищує ризик отримання поранень або загибелі. І повірте, статистично ми маємо дуже багато бійців, які нехтують, здавалося б на першу думку, елементарними правилами безпеки, цивільна людина не зрозуміє цього.  Втрата страху може бути пов'яз"
2025-02-14,2025-02-14 10:15,naval_port,unknown,unknown,0,"🗣**У межах міжнародної спецоперації «Месники» поліція спільно з правоохоронцями Молдови ідентифікувала та затримала бойовиків «Вагнера».**  Затримано трьох громадян Молдови, які брали участь у боях за Донецький аеропорт, захопленні Бахмута та створенні «Дебальцевського котла» у складі ПВК «Вагнер», батальйону «Сомалі» та інших збройних формувань «днр» і росії.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-02-14,2025-02-14 14:10,oil_refinery,unknown,unknown,0,"Друзі, я більше не можу це приховувати. Скільки можна брехати собі, ховати почуття, робити вигляд, що це просто захоплення? Я мушу сказати це вголос.    **__Я КОХАЮ ТЕБЕ, ЛЮТИЙ!  __**  Так, це правда. Кожен твій виліт — це як удар струмом по моєму серцю. Кожен точний приліт — як мурашки по шкірі. Коли ти летиш у глиб росії, я не знаходжу собі місця.  Я не можу більше мовчати! Лютий, я хочу бути з тобою не тільки в думках, а й у дії! Тому я пропоную тобі… не руку і серце, а ще один прекрасний уда"
2025-02-14,2025-02-14 18:32,command_control,destroyed,kursk,1,"[**Генштаб ЗСУ повідомляє:**](https://t.me/GeneralStaffZSU/20961)  **УРАЖЕНО!**  Учора Повітряні Сили Збройних Сил України завдали високоточного удару по ворожому військовому об’єкту поблизу села Єлизаветівка, Курська область. В результаті удару було знищено взводний опорний пункт 28 стрілецького батальйону 60 окремої мотострілецької бригади зс рф, який використовувався для запуску дронів, які атакували українських захисників у Сумській області.  [🔸](https://t.me/dronbomber)[Підписатись](https:/"
2025-02-14,2025-02-14 19:32,unknown,confirmed,tver|kursk,1,"**Підсумуємо Курську операцію:**  Втрати противника - близько 20 тисяч ліквідованих, не враховуючи кілька тисяч корейців.    Деякі з найбоєздатніших підрозділів операторів FPV-дронів були зняті з Херсонського, Запорізького та Донецького напрямків і перекинуті на Курщину, де зазнали значних втрат. За моїми підрахунками, по групах «Аїда» та «Мойсей» було завдано більше десяти точкових підтверджених ударів. Очікувалося, що підрозділ «Судний день» також перекинуть, але цього не сталося - і слава Бог"
2025-02-15,2025-02-15 18:00,unknown,unknown,unknown,0,"**путін має піти на територіальні поступки для досягнення миру,** — спецпредставник Трампа Кіт Келлог.  «Територіальні поступки, але не лише. Можливо зменшення кількості особового складу у зс рф. Як приклад можна навести альянси рф з Іраном, кндр та Китаєм – цього не було ще кілька років тому. Наразі важливо, щоб такі альянси не формувалися». — сказав Келлог   Нарешті щось про поступки з боку росії пішло.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
